pcba_sn_old,pcba_sn_new,component_type,specification,quantity,remark,year,shipment_date
,30080410000212,Chip resistors,RES Yageo 1K J 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080611000028,Fast recovery diode,DIODE STTH112A 1200V 1A 75ns SMA surface mount,1000,,2022,
,30080410000452,Standard surface mount resistors,RES Yageo RC1210 20Ω F 1/2W Standard 1210 Surface Mount,1000,,2022,
,30080410000451,Standard surface mount resistors,RES Yageo RC1210 10Ω F 1/2W Standard 1210 Surface Mount,1000,,2022,
,30080410000447,Standard surface mount resistors,RES Yageo 4.7Ω F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000216,Chip resistors,RES Yageo 100Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000562,Standard surface mount resistors,RES Yageo 1Ω J 1/2W Standard 1210 Surface Mount,1000,,2022,
,30080607000044,Surface mount LEDs,Refond LED RF-BNS150TS-CE Blue 470nm 30mA 150mcd 2512 Surface Mount,1000,,2022,
,30080410000235,Chip resistors,RES Yageo 2Ω J 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000230,Chip resistors,RES Yageo 1Ω F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000280,Chip resistors,RES Yageo 0.3Ω F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000208,Chip resistors,RES Yageo 0Ω F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000298,Chip resistors,RES Yageo AF1206 2M F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000259,Chip resistors,RES Yageo 100K F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000093,Chip resistors,RES Yageo 220Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000316,Chip resistors,RES Yageo AF0805 100Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000285,Chip resistors,RES Yageo 20Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000311,Chip resistors,RES Yageo AF0805 10Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000355,Chip resistors,RES Yageo 150K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000250,Chip resistors,RES Yageo 30K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000232,Chip resistors,RES Yageo 20K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000301,Chip resistors,RES Yageo AF0805 12K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000223,Chip resistors,RES Yageo 4.7K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000256,Chip resistors,RES Yageo 2.4K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000239,Chip resistors,RES Yageo 2.2K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080305000077,Standard surface mount capacitors,CAP SAMSUNG CL31B106KBHNNNE 106 Voltage 50V K X7R 1206 Surface Mount,1000,,2022,
,30080305000078,Standard surface mount capacitors,CAP SAMSUNG CL32B106KBJNNNE 106 Voltage 50V K X7R 1210 Surface Mount,1000,,2022,
,30080305000030,Standard surface mount capacitors,CAP SAMSUNG 104 50V K X7R 1206 Surface Mount,1000,,2022,
,30080305000023,Standard surface mount capacitors,CAP Yageo 222 50V J X7R 0805 Surface Mount,1000,,2022,
,30080514000030,driver chip,Toshiba TLP5754 IC SOP6 Surface Mount,1000,,2022,
,30080410000292,Chip resistors,RES Yageo 200Ω F 1W Standard 2512 Surface Mount,1000,,2022,
,30080410000330,Chip resistors,RES Yageo AF1206 33K F 1/4W Standard 1206 Surface Mount,1000,,2022,
,30080410000313,Chip resistors,RES Yageo AF0805 200Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000314,Chip resistors,RES Yageo AF0805 120Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000300,Chip resistors,RES Yageo AF0805 20K F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080410000206,Chip resistors,RES Yageo 0Ω F 1/8W Standard 0805 Surface Mount,1000,,2022,
,30080305000072,Standard surface mount capacitors,CAP Yageo 221 2000V K X7R 1206 Surface Mount,1000,,2022,
,20110102100018,Liquid Crystal version DIP,SUN 8KW SG 02 LP1 Liquid Crystal Board (Deye) / V1.5 DIP,20,,2022,
,20110106100104,Auxiliary board DIP,SUN 5KW SG 04 LP1 AC board EU V1.1 DIP,40,,2022,
,20110106100103,Auxiliary board DIP,SUN 5KW SG 04 LP1 Relay Board EU V1.2 DIP,20,,2022,
,20110103100046,Control board DIP,SUN 5KW SG 04 LP1 Control Board EU V1.1 DIP,20,,2022,
,20110106100105,Auxiliary board DIP,SUN 5KW SG 04 LP1 Generator Board EU V1.1 DIP,20,,2022,
,20110101100076,Main Board DIP,SUN 5KW SG 04 LP1 2 48V Motherboard EU V1.2 DIP,20,,2022,
,30221104000578,Inverter connection cable,Gray ribbon cable UL2651 28AWG Gray 50P FC-50P-FC-L-180mm,10,,2022,
,30080616000005,rectifier diode,DIODE Microsemi APT30DQ60BG 600V 30A TO247 hand plug,50,,2022,
,30080111000038,Current sensor,SEN XiCi STK-1.0P/M1S-1 Current 20A Sensitivity 1.2V/A Hand-operated,50,,2022,
,30080111000010,Current sensor,"SEN XiCi STK-32PL, 32A current, 25mV/A sensitivity, manual insertion.",50,,2022,
,30080506000035,power chip,IC ST L7815CV 35Vin ADJout 1.5Aout LDO TO220 Hand-mounted,50,,2022,
,30080506000039,power chip,IC ON Semiconductor MC7912BTG -35Vin -12Vin 1Aout LDO TO220 Hand-mounted,50,,2022,
,30080506000030,power chip,IC ST 7805CV 35Vin 5Vout 1.5Aout LDO TO220 (hand-mounted),50,,2022,
,30080506000055,power chip,"Infineon ICE3BR2280JZ IC, 800V isolated, 65kHz, 43W, DIP7, manual insertion.",50,,2022,
,30081102000037,transformer,TR Chenyang PQ3225 3mHmH 60:6 Ferrite 35*36*34mm Hand-inserted,20,,2022,
,30081300000030,relay,RY Hongfa JZC-32F-012-HS3 12V DC 320Ω 250V 5A Manual Connector,150,,2022,
,30081300000032,relay,RY Hongfa HF161F-W 12V DC 103Ω 277 33mm Hand-plug,200,,2022,
,30080409000017,Plug-in resistor,RES Color Intelligence; Sandashi CF/RT 200K J 2W Carbon Film Vertical P10 Hand-held,50,,2022,
,30080414000020,Varistor,MOV TDK S20K510E2-510VRMS-K-W21.5 510V K 10000A W21.5/E10 25mm Hand-inserted,20,,2022,
,30080403000009,Plug-in resistor,RES ColorSmart MF 500K F 2W Metal Oxide Film Horizontal P20-BT16 Hand-inserted,50,,2022,
,30080803000186,Double row mother,CN Lianxiang 2*25P-2.54mm Plastic Height 8.5mm 2*25P 2.54mm Bulk Hand-inserted,50,,2022,
,30080206000041,Common mode inductor,IND T28*16*13-R10K-1.8*1P-10T 1.4 mH ±30% Hand-inserted,50,,2022,
,30080803000170,Connector socket two-pin,"CN Jiade XH-2ADW-2.5-TC 2P 2.5mm PA66/Tin-plated Brass, Bulk, Hand-operated",50,,2022,
,30080803000162,Connector socket with four pins and buckle,CN Changshun XHD-4ADW-2.5-TC 4P 2.5mm PA66/Tin-plated Brass Bulk Hand-inserted,50,,2022,
,30080301000032,Safety capacitors,CAP EPCOS X2 475 Voltage 305V M Thin Film P27.5 Hand Insert,50,,2022,
,30080301000034,Safety capacitors,CAP EPCOS X2 105 Voltage 305V M Thin Film P22.5 Hand Insert,100,,2022,
,30080302000012,Thin film capacitors,CAP farad C322J104K60C 0.1uF Voltage 630V K Thin film L17.5W7.5H13.5P15 Hand-operated,50,,2022,
,30080302000024,Thin film capacitors,CAP farad C3D1U505KB00C00 5uF Voltage 600V K Thin film L32W13H22P27.5 Hand-operated,50,,2022,
,30080301000027,Safety capacitors,CAP farad Y2 472 Voltage 300V M Thin film P10 Hand-held,150,,2022,
,30080304000077,Electrolytic capacitors,CAP Nichicon LGX2H391MELC50 390uF Voltage 500V M AEC 35*50-P10 5000H at 105℃ Manual Insertion,50,,2022,
,30080304000067,Electrolytic capacitors,CAP Jianghao CD286 470uF Voltage 35V M AEC 10*16-P7.5 2000H at 105℃ Manual insertion,50,,2022,
,30080304000065,Electrolytic capacitors,CAP Jianghao CD286 100uF Voltage 35V M AEC 6*12-P2.5 2000H at 105℃ Manual insertion,50,,2022,
,30080607000045,LED,LED GHTB1205C (Yellow) 462.5-475nm 20mA 90-260mcd 1206 Surface Mount,50,,2022,
,30080506000045,power chip,Changdian CJ431 IC REF2.5V SOT 23 Surface Mount,50,,2022,
,30080512000009,inverter,IC TI ULN2003AD SOP16 Surface Mount,50,,2022,
,30080509000012,Optical coupler,"IC SHARP PC817X3, isolation voltage 5000Vrms, 80Vout, 50mAout, SOT23 mount.",50,,2022,
,30080605000018,triode,Q Philips BC846B NPN 65V 0.1A SOT-23 Surface Mount,1050,,2022,
,30080611000031,Fast recovery diode,DIODE Yangjie HS1M 1000V 1A 100ns SMA Surface Mount,1150,,2022,
,30080611000027,Fast recovery diode,DIODE Yangjie US2D 200V 2A 50ns SMB Surface Mount,1100,,2022,
,30080611000032,Fast recovery diode,DIODE Yangjie E1DF 200V 1A 35ns SMAF Surface Mount,1100,,2022,
,30080610000002,Switching diodes,DIODE Yangjie 1N4148W 100V 0.15A SOD123 Surface Mount,1050,,2022,
,30080411000027,Chip resistors,RES Vishay WSHM 10mΩ F 5W 2818 Surface Mount Sampling Resistor,50,,2022,
,30080410000294,Chip resistors,RES Yageo AF1206 1M F 1/4W Standard 1206 Surface Mount,1300,,2022,
,30080410000297,Chip resistors,RES Yageo AF1206 200K F 1/4W Standard 1206 Surface Mount,1150,,2022,
,30080410000332,Chip resistors,RES Yageo AF1206 510K F 1/4W Standard 1206 Surface Mount,1150,,2022,
,30080410000302,Chip resistors,RES Yageo AF0805 100K F 1/8W Standard 0805 Surface Mount,1050,,2022,
,30080410000352,Chip resistors,RES Yageo AF0805 130Ω F 1/8W Standard 0805 Surface Mount,50,,2022,
,30080410000307,Chip resistors,RES Yageo AF0805 5.1K F 1/8W Standard 0805 Surface Mount,1150,,2022,
,30076765909487,pressure plate,Pressure plate 36*20*15.4mm φ5 double pressure - Type A - Brand - Kuoli,150,,2022,
,30080514000017,Optical coupler,Toshiba TLP152 SOP6 IC for surface mounting,50,,2022,
,30080410000299,Chip resistors,RES Yageo AF0805 10K F 1/8W Standard 0805 Surface Mount,1150,,2022,
,30080410000328,Chip resistors,RES Yageo AF0805 510Ω F 1/8W Standard 0805 Surface Mount,1050,,2022,
,30080410000308,Chip resistors,RES Yageo AF0805 3.9K F 1/8W Standard 0805 Surface Mount,50,,2022,
,30080410000310,Chip resistors,RES Yageo AF0805 2.2K F 1/8W Standard 0805 Surface Mount,1050,,2022,
,30080410000304,Chip resistors,RES Yageo AF0805 1K F 1/8W Standard 0805 Surface Mount,1150,,2022,
,30080305000075,Standard surface mount capacitors,CAP SAMSUNG CL31B106KAHNNNE 106 Voltage 25V K X7R 1206 Surface Mount,1050,,2022,
,30080305000050,Standard surface mount capacitors,CAP SAMSUNG 105 50V K X7R 0805 Surface Mount,1050,,2022,
,30080305000026,Standard surface mount capacitors,CAP SAMSUNG 104 50V K X7R 0805 Surface Mount,1050,,2022,
,30080305000022,Standard surface mount capacitors,CAP SAMSUNG 102 Voltage 50V J NPO 0805 Surface Mount,1050,,2022,
,30100505000010,pressure plate,Pressure plate 36*20*15.4mm φ4 double pressure - Type A - Brand - Kuoli,20,,2022,
,30080601000009,IGBT,IGBT Rohm RGTH60TS65D 650V 30A TO247 Hand-operated,770,,2022,
,20110101100033,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.2 DIP,20,,2022,
,20110106100007,Auxiliary board DIP,SUN 5KW SG 03 LP1 Relay Board EU V1.3 DIP,20,,2022,
,30080605000021,triode,Q DIODES FMMT718 PNP 20V 1.5A SOT-23 Surface Mount,1250,,2022,
,30080410000312,Chip resistors,RES Yageo AF1206 10Ω F 1/4W Standard 1206 Surface Mount,1800,,2022,
,30080514000016,driver chip,Toshiba TLP152 SOP5 IC Surface Mount,1400,,2022,
,30080410000270,Chip resistors,RES Yageo 5.1Ω F 1/8W Standard 0805 Surface Mount,100,,2022,
,30080410000357,Chip resistors,RES Yageo RC1210 5.1Ω F 1/2W Standard 1210 Surface Mount,1250,,2022,
,30080601000020,IGBT,IGBT infineon IKQ75N120CH3 1200V 75A TO247 hand plug,100,,2022,
,30080601000007,IGBT,IGBT Fairchild FGH40T65SHD 650V 40A TO247 Hand-operated,400,,2022,
,30080601000031,IGBT,IGBT Fairchild FGH75T65SQD-F155 650V 75A TO-247 Hand-operated,100,,2022,
,30080305000024,Standard surface mount capacitors,CAP SAMSUNG 103 50V J X7R 0805 Surface Mount,1250,,2022,
,30080410000331,Chip resistors,RES Yageo AF1206 3Ω F 1/4W Standard 1206 Surface Mount,1350,,2022,
,30080410000209,Chip resistors,RES Yageo 30Ω F 1/4W Standard 1206 Surface Mount,250,,2022,
,30080304000071,Electrolytic capacitors,CAP SAMXON EGT228M1JL40RR 2200uF Voltage 63V M AEC 18*40-P7.5 Manual Insert,200,,2022,
,30221104000109,gray ribbon cable,UL2651 28AWG Grey 24P FC-24P-FCL180mm,20,,2022,
,30221104000087,gray ribbon cable,UL2651 28AWG Gray 24P 24P Gray Ribbon Cable - FC - 24P - FCL400mm,20,,2022,
,30080601000029,IGBT,IGBT StarPower Q-IGBT-DG50Q12T2 1200V 50A TO-247 Hand-inserted,650,,2022,
,30080612000005,silicon carbide diode,DIODE Xiamen Sanan [trr] SDS120J002D2 1200V 2A TO252 Surface Mount,1050,,2022,
,20110104100017,Driver board DIP,SUN 12KW SG 04 LP3 2 48V Driver Board V1.2 DIP,10,,2022,
,20110104100013,Driver board DIP,SUN 12KW SG 04 LP3 2 48V Base Plate EU V1.1 DIP,20,,2022,
,20110104100030,Driver board DIP,SUN 8KW SG 02 LP1 2 48V Driver Board (New Driver) EU V1.0 DIP,5,,2022,
,20110101100029,Main Board DIP,SUN 8KW SG 02 LP1 2 48V Motherboard EU V2.1 DIP,5,,2022,
,20110101100057,Main Board DIP,SUN 5KW SG 03 LP1 2 48V Motherboard (New Driver) EU V1.8 DIP,10,,2022,
,30081601000063,thermal pads,HS / 8-12KW-SG04 Thermal Pad 22*35mm*1mm Assembly ALN Aluminum Nitride,40,,2022,
,30081601000040,thermal pads,HS alumina ceramic sheet thermal pad 22*35*1 96%AL2O3,40,,2022,
,30081601000062,thermal pads,HS / 8-12KW-SG04 Thermal Pad 20*35mm*1mm Assembly ALN Aluminum Nitride,40,,2022,
,30081601000050,thermal pads,HS alumina ceramic sheet thermal pad 20*35*1 96%AL2O3,40,,2022,
,20110106100092,Auxiliary board DIP,SUN 8KW SG 02 LP2 Arc Plate EU V1.8 DIP,5,,2022,
,20110106100093,Auxiliary board DIP,SUN 8KW SG 02 LP2 Connector Board US V1.8 DIP,5,,2022,
,20110106100077,Auxiliary board DIP,SUN 8KW SG 02 LP2 Relay Board US V1.2 DIP,5,,2022,
,20110103100018,Control board DIP,SUN 8KW SG 02 LP1 MCU Control Board EU V1.2 DIP,5,,2022,
,30221104000419,Connecting wire,Wiring harness UL2468 26AWG Red and white 3P XHB-XHB reverse,10,,2022,
,30221104000010,Connecting wire,W-UL2468-26AWG-5P-XHB-XHB Reverse-L=550mm,10,,2022,
,20110106100081,Auxiliary board DIP,SUN 5KW SG 03 LP1 Connector Board EU V1.6 DIP,10,,2022,
,20110106100067,Replace board DIP,SUN 5KW SG 03 LP1 Replacement Board EU V1.2 DIP,30,,2022,
,20110106100069,Auxiliary board DIP,SUN 5KW SG 03 LP1 Relay Board EU V1.4 DIP,10,,2022,
,20110103100029,Control board DIP,SUN 5KW SG 03 LP1 Control Board EU V1.1 DIP,10,,2022,
,30090803000002,External hexagonal set assembly,GB/T9074.13-1988 External Hexagonal Set Assembly M 6mm * 16mm Nickel Plated Carbon Steel,20,,2022,
,30221602000037,Temperature sensor,Temperature sensor 100K-3950-200mm-glass fiber tube - HGGII,20,,2022,
,30081601000034,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*243*30 Double-sided Adhesive,80,,2022,
,30081601000043,thermal pads,HS alumina ceramic sheet thermal pad 20*30*1 96%AL2O3,80,,2022,
,30081601000054,thermal pads,HS 6KW-SG-Insulating Cloth Left Thermal Pad 129*30*0.16mm,90,,2022,
,30081601000053,thermal pads,HS 5KW-SG-Insulating Cloth Middle Left Thermal Conductive Pad 169*30*0.16mm,90,,2022,
,30081601000052,thermal pads,HS 5KW-SG-Insulating Cloth Middle Right Thermal Pad 137.5*30*0.16mm,90,,2022,
,30081601000051,thermal pads,HS 5KW-SG-Insulating Cloth Right Thermal Pad 174*30*0.16mm,90,,2022,
,30090802000001,Phillips head pan screws,GB/T818-2000-M4*14-H-Q235-4.8-Nickel Plating,50,,2022,
,30090802000004,Eleven-slot Set Assembly,GB/T9074.4-1988 11-way slotted set assembly M 3mm * 12mm galvanized carbon steel,100,,2022,
,30090401000039,Single-head hexagonal stud,"Single head, external hexagonal, M 4mm * 40 + 6mm, no plastic.",50,,2022,
,30090507000007,Plastic nuts,GBT6170-2000 Plastic Nuts M 4mm None Plastic Right,100,,2022,
,30090201000031,Phillips head pan screws,"Cross-groove pan head, M 4mm * 6mm, Nylon (unspecified material)",100,,2022,
,30090401000022,Single-head hexagonal stud,"Single head, external hexagonal, M 4mm * 37 + 6mm, no plastic.",50,,2022,
,30090401000013,Single-head hexagonal stud,"Single head, external hexagonal, M 3mm * 8 + 6mm, copper-free",20,,2022,
,30090802000006,11-slot Set Assembly,Letter slot set assembly GBT9074.4-1988M 4mm XI Letter slot set assembly M 3mm * 8mm Galvanized Carbon Steel,20,,2022,
,30090802000013,Eleven-slot Set,GB/T 9074.4-1988 XI,100,,2022,
,30221104000010,Connecting wire,W-UL2468-26AWG-5P-XHB-XHB Reverse-L=550mm,10,,2021,
20301056604,20110106100069,Auxiliary board DIP,SUN 5KW SG 03 LP1 Relay Board EU V1.4 DIP,5,,2021,
20301070202,20110106100067,Auxiliary board DIP,SUN 5KW SG 03 LP1 Replacement Board EU V1.2 DIP,9,,2021,
203010843,20110106100064,Auxiliary board DIP,SUN 5KW SG 03 LP1 Connector Board EU V1.5 DIP,2,,2021,
203010827,20110103100024,Control board DIP,SUN 5KW SG 03 LP1 Control Board EU V1.0 DIP,5,,2021,
20301062202,20110101100025,Main Board DIP,SUN 5KW SG 03 LP1 2 48V Motherboard EU V1.8 DIP,10,,2021,
,30081001000027,,Littelfuse 150A-32V Bolt Fuse 32VV 150AA Slow-Blow 41*10mm Assembly,20,,2021,
,30081001000026,,FUSE Littelfuse MEGA300A-32V Bolt Fuse 32V 300AA Slow-Blow 68.5*19mm Assembly,20,Battery Fuses- 20,2021,
,30080603000046,,MOS New Clean Energy NCEP023N10T NMOS 100V 2.0mΩ 240A TO220 Hand-plug,50,,2021,
,30080603000037,,Hengtai Ke HGK027N10A NMOS 100V 2.9mΩ 176A TO247 Hand-operated,50,MOSFETs of Hybrid Inverter-50,2021,
,30080603000029,,Infineon IRFP4468PBF NMOS 100V 2.6mΩ,50,,2021,
,30080601000013,,IGBT Fairchild FGY40T120SMD 1200V 40A TO247 Hand-mounted,50,,2021,
,30080601000016,,IGBT Fairchild FGY75T120SQDN 1200V 75A TO247 Hand-mounted,50,,2021,
,30080601000014,,IGBT On Semiconductor NGTB40N120FL3WG 1200V 40A TO247 Hand-operated,50,"IGBT for Hybrid all ratings(75A,40A,1200V)-40 each",2021,
,323050572,,NOMEX insulating paper-coated aluminum-zinc board,2,,2021,
,323050570,,NOMEX insulating paper drive board (right),2,,2021,
,323050569,,NOMEX insulating paper drive board left,2,,2021,
,323050568,,NOMEX insulating paper driver board under,2,,2021,
,323050567,,NOMEX insulating paper driver board,2,,2021,
,323050566,,NOMEX Insulating Paper PV Board,2,,2021,
,20301091001,,Energy Storage 12K-SG04LP3-Relay-Relay Board,2,,2021,
,20301090501,,Energy Storage 12K-SG04LP3-BOTTOM-Base Plate,2,,2021,
,20301090401,,Energy Storage 12K-SG04LP3-TOP-Motherboard,2,,2021,
12k,20301090302,,Energy Storage 12K-SG04LP3 Control Board,2,,2021,
,324010347,,Alumina ceramic sheets,10,,2021,
,311020064,,Automotive fuses,20,,2021,
,20301069401,,Relay board,2,,2021,
,203010718,,SUN-7.6KW-SG-Control Board,2,,2021,
,203010483,,SUN-7.6KW-SG02-BOTTOM-Base Plate-US Version,2,,2021,
8k,20301054503,,SUN-7.6KW-SG02-TOP Motherboard-European Version-V2.1,2,,2021,
,323020603,,6KW-SG Insulation Cloth Left,4,,2021,
,323020602,,"5KW-SG insulation cloth, left side",4,,2021,
,323020601,,"5KW-SG insulation cloth, right side",4,,2021,
,323020600,,5KW-SG Insulation Cloth (Right),4,,2021,
,20301056301,,SUN-7.6KW-SG Liquid Crystal Board,4,,2021,
,20301070202,,SUN-5KW-SG Replacement Board,2,,2021,
,20301056604,,SUN-5KW-SG relay board,2,,2021,
,203010827,,SUN-5KW-SG Energy Storage Control Board,2,,2021,
5k,20301062202,,SUN-5KW-SG Energy Storage Mainboard,2,spare cards of each hybrid rating- 2,2021,
,30240200000069,Set of facial masks,3K-G04 M-128*32mm,30,,2021,
203010556,203010556,SUN-Set Serial Liquid Crystal Board - Button Horizontal,SUN-Set Serial Liquid Crystal Board - Button Horizontal,10,,2021,
203010555,203010555,Set-type liquid crystal board - button horizontal,SUN-Set Serial Liquid Crystal Board - Button Horizontal (1602),10,,2021,
203010665,203010665,Set 80KW-G02-Relay control board-4 strings,SUN-80KW-G02-Relay Control Board-4 Serial,5,,2021,
203010590,203010590,Set 50KW-G02-Relay control board,Set 50KW-G02-Relay control board,5,,2021,
203010868,203010868,Set 50KW-G03-Control Board,SUN-50KW-G03-Relay Control Board,5,,2021,
203010593,203010593,Set 20KW-Realy control board,SUN-20KW-Realy Control Board,5,,2021,
203010234,203010234,5000G Control Board,5000G Control Board,10,,2021,
203010598,203010598,SUN-3KW-G03 Control Board-ISO-Relay,SUN-3KW-G03 Control Board-ISO-Relay,10,,2021,
203010591,203010591,Set 6-10KW-2MPPT-Realy Control Board,SUN-6-10KW-2MPPT-Realy Control Board,10,,2021,
,30240200000027,Set of facial masks,15KW button inner film 130*55mm,30,,2021,
,30240200000033,Set of facial masks,3KW-G03 Neutral 190*95mm Display window 66*16mm,30,,2021,
,30240200000036,Set of facial masks,15KW-G03 Button Inner Film 140*29mm,30,,2021,
,30240200000034,Set of facial masks,3KW-G03 Button Inner Film 140*35mm,30,,2021,
,30221801000020,Waterproof fan,Waterproof fan PELKO Motors C6025X12BPCB2 12V 0.25A,5,,2021,
,30081300000032,relay,RY Hongfa HF161F-W 12V DC 103Ω 277 33mm Hand-plug,50,,2021,
,30221104000090,Connecting wire,UL2468 26AWG Red and White 8P XHB-PH Reverse L140mm,10,,2021,
,30221700000015,Antenna,EESE-D200-00 Data Acquisition Stick (WIFI + Ethernet),2,,2021,
203010354,203010354,,,4,50KW,2020,
203010584,203010584,,,4,50KW,2020,
203010664,203010664,,,5,50KW,2020,
203010662,203010662,,,6,50KW,2020,
203010591,203010591,,,20,10KW,2020,
20301067901,20301067901,,,20,10KW,2020,
